Country,Donor,Sector,Year,Amount_USD,Region
Nigeria,International Development Association,II.2. Communications,2023,0.18,Sub-Saharan Africa
India,Germany,II.3.a. Energy Policy,2023,0.18,South Asia
Indonesia,Germany,"I.5.b. Conflict, Peace & Security",2023,0.18,Southeast Asia
Philippines,EU Institutions,I.5.a. Government & Civil Society-general,2023,0.18,Southeast Asia
Philippines,Japan,III.1.a. Agriculture,2023,0.18,Southeast Asia
Mongolia,Germany,II.3.a. Energy Policy,2023,0.18,East Asia
Sri Lanka,Germany,IV.2. Other Multisector,2023,0.18,Other
Mongolia,Germany,III.2.a. Industry,2023,0.18,East Asia
Bangladesh,Germany,IV.2. Other Multisector,2023,0.18,South Asia
India,International Labour Organisation,I.6. Other Social Infrastructure & Services,2023,0.18,South Asia
Myanmar,EU Institutions,VIII.1. Emergency Response,2023,0.18,Southeast Asia
Bangladesh,Canada,"I.1.a. Education, Level Unspecified",2023,0.18,South Asia
Nepal,United Kingdom,IV.2. Other Multisector,2023,0.18,South Asia
India,Germany,I.6. Other Social Infrastructure & Services,2023,0.18,South Asia
Kenya,United Kingdom,"I.2.a. Health, General",2023,0.18,Sub-Saharan Africa
Indonesia,EU Institutions,I.5.a. Government & Civil Society-general,2023,0.18,Southeast Asia
Bangladesh,Germany,II.4. Banking & Financial Services,2023,0.18,South Asia
Nepal,Germany,I.5.a. Government & Civil Society-general,2023,0.18,South Asia
Ethiopia,Germany,IV.2. Other Multisector,2023,0.18,Sub-Saharan Africa
Nepal,Italy,I.1.c. Secondary Education,2023,0.18,South Asia
India,Japan,III.1.b. Forestry,2023,0.18,South Asia
Ethiopia,Germany,IV.2. Other Multisector,2023,0.18,Sub-Saharan Africa
Philippines,Germany,I.5.a. Government & Civil Society-general,2023,0.18,Southeast Asia
Nepal,United Kingdom,IV.2. Other Multisector,2023,0.18,South Asia
Ethiopia,Italy,I.6. Other Social Infrastructure & Services,2023,0.18,Sub-Saharan Africa
Indonesia,Korea,III.2.a. Industry,2023,0.18,Southeast Asia
Nepal,EU Institutions,VIII.1. Emergency Response,2023,0.18,South Asia
India,Asian Development Bank,III.2.a. Industry,2023,0.18,South Asia
Ghana,Germany,I.5.a. Government & Civil Society-general,2023,0.18,Sub-Saharan Africa
Myanmar,Germany,IV.1. General Environment Protection,2023,0.18,Southeast Asia
Bangladesh,Canada,I.1.b. Basic Education,2023,0.18,South Asia
India,International Bank for Reconstruction and Development,I.4. Water Supply & Sanitation,2023,0.18,South Asia
India,Germany,I.5.a. Government & Civil Society-general,2023,0.18,South Asia
Kenya,Germany,III.1.a. Agriculture,2023,0.18,Sub-Saharan Africa
Indonesia,Australia,I.2.b. Basic Health,2023,0.18,Southeast Asia
Sri Lanka,EU Institutions,I.5.a. Government & Civil Society-general,2023,0.18,Other
Bangladesh,Canada,I.1.b. Basic Education,2023,0.18,South Asia
Bangladesh,Germany,I.5.a. Government & Civil Society-general,2023,0.18,South Asia
Ethiopia,Czechia,VIII.1. Emergency Response,2023,0.18,Sub-Saharan Africa
India,Sweden,IV.1. General Environment Protection,2023,0.18,South Asia
Ethiopia,Italy,I.1.b. Basic Education,2023,0.18,Sub-Saharan Africa
Indonesia,Germany,I.5.a. Government & Civil Society-general,2023,0.18,Southeast Asia
India,Germany,IV.2. Other Multisector,2023,0.18,South Asia
Myanmar,Germany,III.1.a. Agriculture,2023,0.18,Southeast Asia
Philippines,Germany,IV.2. Other Multisector,2023,0.18,Southeast Asia
Philippines,Germany,I.1.c. Secondary Education,2023,0.18,Southeast Asia
Nigeria,Canada,I.3. Population Policies/Programmes & Reproductive Health,2023,0.18,Sub-Saharan Africa
Pakistan,Germany,IV.2. Other Multisector,2023,0.18,South Asia
Philippines,United States,II.2. Communications,2023,0.18,Southeast Asia
Nigeria,World Health Organisation,"I.2.a. Health, General",2023,0.18,Sub-Saharan Africa
Kenya,Germany,I.5.a. Government & Civil Society-general,2023,0.18,Sub-Saharan Africa
Nigeria,World Health Organisation,VIII.3. Disaster Prevention & Preparedness,2023,0.18,Sub-Saharan Africa
India,Germany,I.5.a. Government & Civil Society-general,2023,0.18,South Asia
Indonesia,Germany,IV.1. General Environment Protection,2023,0.18,Southeast Asia
Ghana,United States,"I.2.a. Health, General",2023,0.18,Sub-Saharan Africa
Ethiopia,Germany,I.2.b. Basic Health,2023,0.18,Sub-Saharan Africa
Indonesia,Germany,III.1.c. Fishing,2023,0.18,Southeast Asia
Nigeria,Canada,VIII.1. Emergency Response,2023,0.18,Sub-Saharan Africa
Ethiopia,United States,II.5. Business & Other Services,2023,0.18,Sub-Saharan Africa
Kenya,Sweden,I.5.a. Government & Civil Society-general,2023,0.18,Sub-Saharan Africa
Myanmar,Japan,IV.2. Other Multisector,2023,0.18,Southeast Asia
Nigeria,Canada,"I.2.a. Health, General",2023,0.18,Sub-Saharan Africa
India,Germany,IV.2. Other Multisector,2023,0.18,South Asia
Ethiopia,Canada,IV.1. General Environment Protection,2023,0.18,Sub-Saharan Africa
Uzbekistan,Korea,II.3.a. Energy Policy,2023,0.18,Central Asia
Ethiopia,United Kingdom,VIII.3. Disaster Prevention & Preparedness,2023,0.18,Sub-Saharan Africa
Bangladesh,Canada,"I.1.a. Education, Level Unspecified",2023,0.18,South Asia
Ethiopia,Japan,"I.5.b. Conflict, Peace & Security",2023,0.18,Sub-Saharan Africa
Kenya,United States,I.3. Population Policies/Programmes & Reproductive Health,2023,0.18,Sub-Saharan Africa
India,Germany,I.4. Water Supply & Sanitation,2023,0.18,South Asia
Kenya,Germany,IV.2. Other Multisector,2023,0.18,Sub-Saharan Africa
India,Asian Development Bank,I.5.a. Government & Civil Society-general,2023,0.18,South Asia
Ghana,Canada,IV.2. Other Multisector,2023,0.18,Sub-Saharan Africa
Ethiopia,International Labour Organisation,I.6. Other Social Infrastructure & Services,2023,0.18,Sub-Saharan Africa
Bangladesh,Germany,I.1.c. Secondary Education,2023,0.18,South Asia
Myanmar,Canada,I.5.a. Government & Civil Society-general,2023,0.18,Southeast Asia
Pakistan,International Development Association,"I.2.a. Health, General",2023,0.18,South Asia
Kenya,Canada,IV.2. Other Multisector,2023,0.18,Sub-Saharan Africa
Philippines,United Kingdom,II.2. Communications,2023,0.18,Southeast Asia
Nepal,United Kingdom,"II.3.b. Energy generation, renewable sources",2023,0.18,South Asia
Uzbekistan,France,III.1.a. Agriculture,2023,0.18,Central Asia
Nigeria,United Kingdom,"II.3.b. Energy generation, renewable sources",2023,0.18,Sub-Saharan Africa
Kenya,France,I.1.c. Secondary Education,2023,0.18,Sub-Saharan Africa
Ethiopia,Canada,IV.2. Other Multisector,2023,0.18,Sub-Saharan Africa
Ghana,United Kingdom,I.5.a. Government & Civil Society-general,2023,0.18,Sub-Saharan Africa
Ghana,Canada,II.5. Business & Other Services,2023,0.18,Sub-Saharan Africa
Indonesia,Japan,IV.2. Other Multisector,2023,0.18,Southeast Asia
India,Italy,I.6. Other Social Infrastructure & Services,2023,0.18,South Asia
Nepal,Switzerland,I.2.c. Non-communicable diseases (NCDs),2023,0.18,South Asia
India,International Bank for Reconstruction and Development,IV.2. Other Multisector,2023,0.18,South Asia
India,Germany,"I.2.a. Health, General",2023,0.18,South Asia
Bangladesh,Italy,I.1.d. Post-Secondary Education,2023,0.18,South Asia
Nigeria,Canada,I.3. Population Policies/Programmes & Reproductive Health,2023,0.18,Sub-Saharan Africa
Myanmar,Germany,I.5.a. Government & Civil Society-general,2023,0.18,Southeast Asia
Kenya,Italy,"I.1.a. Education, Level Unspecified",2023,0.18,Sub-Saharan Africa
India,Germany,I.1.c. Secondary Education,2023,0.18,South Asia
Ethiopia,Germany,"I.2.a. Health, General",2023,0.18,Sub-Saharan Africa
India,Germany,III.2.a. Industry,2023,0.18,South Asia
Ghana,United Kingdom,I.1.b. Basic Education,2023,0.18,Sub-Saharan Africa
India,Japan,I.4. Water Supply & Sanitation,2023,0.18,South Asia
India,UNHCR,VIII.1. Emergency Response,2023,0.18,South Asia
India,United States,Administrative Costs of Donors,2023,0.18,South Asia
Philippines,Australia,III.2.a. Industry,2023,0.18,Southeast Asia
Ethiopia,Denmark,I.5.a. Government & Civil Society-general,2023,0.18,Sub-Saharan Africa
Ethiopia,International Development Association,"I.2.a. Health, General",2023,0.18,Sub-Saharan Africa
Kenya,United States,I.3. Population Policies/Programmes & Reproductive Health,2023,0.18,Sub-Saharan Africa
Indonesia,Saudi Arabia,VI.2. Development Food Assistance,2023,0.18,Southeast Asia
India,Japan,IV.1. General Environment Protection,2023,0.18,South Asia
Philippines,Canada,II.5. Business & Other Services,2023,0.18,Southeast Asia
Philippines,Canada,I.6. Other Social Infrastructure & Services,2023,0.18,Southeast Asia
Ethiopia,Sweden,I.6. Other Social Infrastructure & Services,2023,0.18,Sub-Saharan Africa
Kenya,United States,I.5.a. Government & Civil Society-general,2023,0.18,Sub-Saharan Africa
Myanmar,Canada,"I.5.b. Conflict, Peace & Security",2023,0.18,Southeast Asia
Indonesia,Canada,I.3. Population Policies/Programmes & Reproductive Health,2023,0.18,Southeast Asia
Ghana,WFP,I.2.b. Basic Health,2023,0.18,Sub-Saharan Africa
Indonesia,Korea,IV.2. Other Multisector,2023,0.18,Southeast Asia
Bangladesh,Sweden,IV.2. Other Multisector,2023,0.18,South Asia
Ghana,EU Institutions,III.1.a. Agriculture,2023,0.18,Sub-Saharan Africa
Indonesia,Canada,I.3. Population Policies/Programmes & Reproductive Health,2023,0.18,Southeast Asia
Mongolia,Korea,"I.2.a. Health, General",2023,0.18,East Asia
Sri Lanka,Australia,III.1.a. Agriculture,2023,0.18,Other
Philippines,Korea,IV.1. General Environment Protection,2023,0.18,Southeast Asia
Nepal,Korea,I.6. Other Social Infrastructure & Services,2023,0.18,South Asia
Myanmar,Canada,VIII.1. Emergency Response,2023,0.18,Southeast Asia
Indonesia,Canada,I.6. Other Social Infrastructure & Services,2023,0.18,Southeast Asia
Philippines,Korea,III.1.a. Agriculture,2023,0.18,Southeast Asia
Pakistan,United States,"I.1.a. Education, Level Unspecified",2023,0.18,South Asia
Ethiopia,Sweden,IV.2. Other Multisector,2023,0.18,Sub-Saharan Africa
Philippines,Australia,I.5.a. Government & Civil Society-general,2023,0.18,Southeast Asia
Nepal,Sweden,III.1.a. Agriculture,2023,0.18,South Asia
Mongolia,Korea,"I.1.a. Education, Level Unspecified",2023,0.18,East Asia
Bangladesh,Canada,I.2.b. Basic Health,2023,0.18,South Asia
Myanmar,Australia,VIII.1. Emergency Response,2023,0.18,Southeast Asia
Kenya,United States,Administrative Costs of Donors,2023,0.18,Sub-Saharan Africa
India,EU Institutions,IV.1. General Environment Protection,2023,0.18,South Asia
Bangladesh,Sweden,III.1.a. Agriculture,2023,0.18,South Asia
Kenya,United States,Administrative Costs of Donors,2023,0.18,Sub-Saharan Africa
Ethiopia,Canada,VIII.1. Emergency Response,2023,0.18,Sub-Saharan Africa
Myanmar,International Labour Organisation,I.6. Other Social Infrastructure & Services,2023,0.18,Southeast Asia
Kenya,France,I.1.d. Post-Secondary Education,2023,0.18,Sub-Saharan Africa
Philippines,Food and Agriculture Organisation,III.1.a. Agriculture,2023,0.18,Southeast Asia
Ghana,Food and Agriculture Organisation,IV.2. Other Multisector,2023,0.18,Sub-Saharan Africa
Bangladesh,Canada,I.2.b. Basic Health,2023,0.18,South Asia
Bangladesh,Australia,VIII.1. Emergency Response,2023,0.18,South Asia
Ethiopia,Food and Agriculture Organisation,I.2.b. Basic Health,2023,0.18,Sub-Saharan Africa
Bangladesh,Canada,"I.2.a. Health, General",2023,0.18,South Asia
Sri Lanka,UNHCR,VIII.1. Emergency Response,2023,0.18,Other
Nigeria,United States,Administrative Costs of Donors,2023,0.18,Sub-Saharan Africa
Ethiopia,Food and Agriculture Organisation,III.1.c. Fishing,2023,0.18,Sub-Saharan Africa
Philippines,Australia,IV.2. Other Multisector,2023,0.18,Southeast Asia
Mongolia,International Development Association,I.6. Other Social Infrastructure & Services,2023,0.18,East Asia
Indonesia,Canada,IV.2. Other Multisector,2023,0.18,Southeast Asia
Indonesia,Japan,I.6. Other Social Infrastructure & Services,2023,0.18,Southeast Asia
Mongolia,Food and Agriculture Organisation,III.1.a. Agriculture,2023,0.18,East Asia
Nepal,Kuwait,III.1.a. Agriculture,2023,0.18,South Asia
Bangladesh,Canada,I.3. Population Policies/Programmes & Reproductive Health,2023,0.18,South Asia
Nigeria,EU Institutions,I.5.a. Government & Civil Society-general,2023,0.18,Sub-Saharan Africa
India,Sweden,III.1.a. Agriculture,2023,0.18,South Asia
Philippines,United States,I.5.a. Government & Civil Society-general,2023,0.18,Southeast Asia
Philippines,Australia,"I.5.b. Conflict, Peace & Security",2023,0.18,Southeast Asia
Philippines,International Bank for Reconstruction and Development,III.1.c. Fishing,2023,0.18,Southeast Asia
Kenya,France,IV.2. Other Multisector,2023,0.18,Sub-Saharan Africa
India,International Labour Organisation,I.6. Other Social Infrastructure & Services,2023,0.18,South Asia
Bangladesh,Islamic Development Bank,III.1.a. Agriculture,2023,0.18,South Asia
Ethiopia,Korea,I.1.c. Secondary Education,2023,0.18,Sub-Saharan Africa
Ethiopia,EU Institutions,VIII.1. Emergency Response,2023,0.18,Sub-Saharan Africa
Nigeria,EU Institutions,I.5.a. Government & Civil Society-general,2023,0.18,Sub-Saharan Africa
Ethiopia,EU Institutions,III.1.a. Agriculture,2023,0.18,Sub-Saharan Africa
Pakistan,International Development Association,I.2.b. Basic Health,2023,0.18,South Asia
Ethiopia,United States,VIII.1. Emergency Response,2023,0.18,Sub-Saharan Africa
Myanmar,Denmark,"I.5.b. Conflict, Peace & Security",2023,0.17,Southeast Asia
Bangladesh,Kuwait,IV.2. Other Multisector,2023,0.17,South Asia
Indonesia,UNHCR,VIII.1. Emergency Response,2023,0.17,Southeast Asia
Ghana,UNHCR,VIII.1. Emergency Response,2023,0.17,Sub-Saharan Africa
Ethiopia,International Development Association,"I.2.a. Health, General",2023,0.17,Sub-Saharan Africa
Bangladesh,Central Emergency Response Fund,VIII.1. Emergency Response,2023,0.17,South Asia
Indonesia,Korea,II.3.a. Energy Policy,2023,0.17,Southeast Asia
Philippines,Korea,"I.1.a. Education, Level Unspecified",2023,0.17,Southeast Asia
Nepal,Korea,II.2. Communications,2023,0.17,South Asia
Kenya,Korea,I.6. Other Social Infrastructure & Services,2023,0.17,Sub-Saharan Africa
Kenya,Korea,I.5.a. Government & Civil Society-general,2023,0.17,Sub-Saharan Africa
Kenya,Korea,I.5.a. Government & Civil Society-general,2023,0.17,Sub-Saharan Africa
Kenya,Korea,I.1.d. Post-Secondary Education,2023,0.17,Sub-Saharan Africa
Philippines,Korea,III.1.c. Fishing,2023,0.17,Southeast Asia
Myanmar,Korea,III.1.a. Agriculture,2023,0.17,Southeast Asia
Bangladesh,Islamic Development Bank,"II.3.b. Energy generation, renewable sources",2023,0.17,South Asia
Nigeria,France,I.1.c. Secondary Education,2023,0.17,Sub-Saharan Africa
Ghana,France,II.2. Communications,2023,0.17,Sub-Saharan Africa
India,France,I.4. Water Supply & Sanitation,2023,0.17,South Asia
Myanmar,France,I.3. Population Policies/Programmes & Reproductive Health,2023,0.17,Southeast Asia
Mongolia,Food and Agriculture Organisation,III.1.a. Agriculture,2023,0.17,East Asia
Nigeria,Food and Agriculture Organisation,III.1.a. Agriculture,2023,0.17,Sub-Saharan Africa
Nigeria,Food and Agriculture Organisation,VIII.1. Emergency Response,2023,0.17,Sub-Saharan Africa
Philippines,Australia,I.3. Population Policies/Programmes & Reproductive Health,2023,0.17,Southeast Asia
Philippines,Australia,I.2.b. Basic Health,2023,0.17,Southeast Asia
Philippines,Australia,I.2.b. Basic Health,2023,0.17,Southeast Asia
Philippines,Australia,IV.1. General Environment Protection,2023,0.17,Southeast Asia
Myanmar,Australia,I.5.a. Government & Civil Society-general,2023,0.17,Southeast Asia
Nepal,Australia,I.5.a. Government & Civil Society-general,2023,0.17,South Asia
India,Australia,III.1.a. Agriculture,2023,0.17,South Asia
Indonesia,EU Institutions,I.5.a. Government & Civil Society-general,2023,0.17,Southeast Asia
Ethiopia,EU Institutions,VIII.1. Emergency Response,2023,0.17,Sub-Saharan Africa
Myanmar,EU Institutions,I.5.a. Government & Civil Society-general,2023,0.17,Southeast Asia
Philippines,EU Institutions,I.5.a. Government & Civil Society-general,2023,0.17,Southeast Asia
Nepal,EU Institutions,VIII.3. Disaster Prevention & Preparedness,2023,0.17,South Asia
Indonesia,France,"II.3.b. Energy generation, renewable sources",2023,0.17,Southeast Asia
Nepal,EU Institutions,IX. Unallocated / Unspecified,2023,0.17,South Asia
Kenya,Sweden,I.4. Water Supply & Sanitation,2023,0.17,Sub-Saharan Africa
India,Sweden,I.4. Water Supply & Sanitation,2023,0.17,South Asia
Ethiopia,EU Institutions,III.1.a. Agriculture,2023,0.17,Sub-Saharan Africa
Ghana,Sweden,III.1.a. Agriculture,2023,0.17,Sub-Saharan Africa
Myanmar,EU Institutions,VIII.1. Emergency Response,2023,0.17,Southeast Asia
Myanmar,Sweden,IV.2. Other Multisector,2023,0.17,Southeast Asia
Kenya,Sweden,IV.2. Other Multisector,2023,0.17,Sub-Saharan Africa
Ethiopia,Sweden,I.6. Other Social Infrastructure & Services,2023,0.17,Sub-Saharan Africa
Ethiopia,Sweden,I.6. Other Social Infrastructure & Services,2023,0.17,Sub-Saharan Africa
Ethiopia,Sweden,IV.2. Other Multisector,2023,0.17,Sub-Saharan Africa
Kenya,Sweden,VIII.1. Emergency Response,2023,0.17,Sub-Saharan Africa
Kenya,Canada,II.4. Banking & Financial Services,2023,0.17,Sub-Saharan Africa
Nepal,Australia,"I.2.a. Health, General",2023,0.17,South Asia
Bangladesh,Australia,IV.1. General Environment Protection,2023,0.17,South Asia
Bangladesh,Australia,I.2.b. Basic Health,2023,0.17,South Asia
Indonesia,EU Institutions,II.5. Business & Other Services,2023,0.17,Southeast Asia
Myanmar,EU Institutions,VIII.1. Emergency Response,2023,0.17,Southeast Asia
Ethiopia,Canada,VIII.1. Emergency Response,2023,0.17,Sub-Saharan Africa
Ethiopia,Canada,VIII.1. Emergency Response,2023,0.17,Sub-Saharan Africa
Ethiopia,Canada,VIII.1. Emergency Response,2023,0.17,Sub-Saharan Africa
Mongolia,Canada,IV.2. Other Multisector,2023,0.17,East Asia
Mongolia,Australia,I.5.a. Government & Civil Society-general,2023,0.17,East Asia
Indonesia,Australia,I.5.a. Government & Civil Society-general,2023,0.17,Southeast Asia
Myanmar,Food and Agriculture Organisation,III.1.b. Forestry,2023,0.17,Southeast Asia
India,Food and Agriculture Organisation,III.1.a. Agriculture,2023,0.17,South Asia
Indonesia,Canada,I.5.a. Government & Civil Society-general,2023,0.17,Southeast Asia
Kenya,Food and Agriculture Organisation,III.1.a. Agriculture,2023,0.17,Sub-Saharan Africa
Ghana,Canada,I.3. Population Policies/Programmes & Reproductive Health,2023,0.17,Sub-Saharan Africa
Indonesia,United States,I.5.a. Government & Civil Society-general,2023,0.17,Southeast Asia
Ghana,France,I.1.c. Secondary Education,2023,0.17,Sub-Saharan Africa
